rowid,StockTakeID,DocNum,Inspector,SEQ,Location,SKU,Barcode,IBC,SBC,ProductName,QNT,SalePrice,DateTime
0116,470564,Q001040CC205B0000470564202102181211F08001,20029445,0116,F08001,8852662200364,8852662200364,8852662200364,8852662200364,เบลสิดยาลดกรดในกระเพาะ 240มล,8,24.77,18 Feb 12:42AM
0117,470564,Q001040CC205B0000470564202102181211F08001,20029445,0117,F08001,8850360033604,8850360033604,8850360033604,8850360033604,กาวิสคอนซัสเพนชั่นรสมิ้น10มลX4,6,61.2,18 Feb 12:42AM
0118,470564,Q001040CC205B0000470564202102181211F08001,20029445,0118,F08001,8851124100600,8851124100600,8851124100600,8851124100600,มงกุฎพญานาคคู่แอลกอฮอล 60ซีซี,19,13.45,18 Feb 12:42AM
0119,470564,Q001040CC205B0000470564202102181211F08001,20029445,0119,F08001,8850336100118,8850336100118,8850336100118,8850336100118,เบตาดีนเอชอาร์ 15ซีซี,4,30.55,18 Feb 12:42AM
0120,470564,Q001040CC205B0000470564202102181211F08001,20029445,0120,F08001,8853042000536,8853042000536,8853042000536,8853042000536,แอลซอฟฟ์แอลกอฮอล์ 450มล,14,41.12,18 Feb 12:43AM
0121,470564,Q001040CC205B0000470564202102181211F08001,20029445,0121,F08001,4987072024201,4987072024201,4987072024201,4987072024201,คูลฟีเวอร์แผ่นเจลลดไข้ 2ชิ้น,5,30.37,18 Feb 12:43AM
0122,470564,Q001040CC205B0000470564202102181211F08001,20029445,0122,F08001,8852027605575,8852027605575,8852027605575,8852027605575,ไทเกอร์บาล์มแผ่นเจลลดไข้ 2แผ่น,5,30.38,18 Feb 12:43AM
0123,470564,Q001040CC205B0000470564202102181211F08001,20029445,0123,F08001,8858702429467,8858702429467,8858702429467,8858702429467,แบ็คอัพเสริมอาหารรสมิกเบอรี15ก,2,23.69,18 Feb 12:43AM
0124,470564,Q001040CC205B0000470564202102181211F08001,20029445,0124,F08001,8858971509402,8858971509402,8858971509402,8858971509402,โมบี้สำลีก้านแบบหัวเล็ก150ก้าน,2,43.18,18 Feb 12:43AM
0125,470564,Q001040CC205B0000470564202102181211F08001,20029445,0125,F08001,8858702429443,8858702429443,8858702429443,8858702429443,แบ็คอัพเสริมอาหารรสแอปเปิ้ล15ก,5,23.69,18 Feb 12:43AM
